paper_idx,para_idx,GPT_output
25,0,"{""system"": ""Two-area interconnected power system with SMES (superconducting magnetic energy storage)"", ""model"": ""Self-tuning adaptive control; control system simulations"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
25,2,"{
  ""system"": ""Two-area interconnected power system with superconducting magnetic energy storage (SMES)"",
  ""model"": ""Computer simulations; self-tuning adaptive control for AGC and SMES"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
25,1,"{""system"":""Two-area interconnected power system with superconducting magnetic energy storage (SMES)"",""model"":""Computer simulations of AGC with self-tuning adaptive control (adaptive and nonadaptive controller comparison)"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
25,4,"{
  ""system"": ""Two-area interconnected power system with SMES (superconducting magnetic energy storage)"",
  ""model"": ""Computer simulations; self-tuning adaptive control (AGC and SMES controllers)"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
25,3,"{""system"":""Power system; superconducting magnetic energy storage (SMES)"",""model"":""Self-tuning adaptive control; computer simulations"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
26,1,"{""system"":""YBa2Cu3O7; cuprate superconductor"",""model"":""Ginzburg-Landau theory (variational model), effective-mass tensor"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
26,0,"{""system"": ""YBa2Cu3O7; cuprate superconductor"", ""model"": ""Ginzburg-Landau theory; variational free-energy model (effective-mass tensor included)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
26,2,"{""system"": ""YBa2Cu3O7; cuprate superconductor"", ""model"": ""Ginzburg–Landau theory; variational model with effective-mass tensor"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
26,3,"{
  ""system"": ""YBa2Cu3O7; cuprate high-Tc superconductor"",
  ""model"": ""Ginzburg-Landau theory (variational vortex model, effective-mass anisotropy)"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
27,0,"{""system"": ""high-temperature superconductors"", ""model"": ""Anderson-Kim theory; collective pinning theory"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
26,4,"{""system"": ""YBa2Cu3O7; cuprate (single crystal)"", ""model"": ""Ginzburg-Landau variational model (effective-mass tensor; vortex-core contributions)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
27,1,"{""system"": ""High-temperature superconductors (vortex dynamics/flux creep)"", ""model"": ""Anderson-Kim model; collective pinning theory"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
27,3,"{""system"":""high-temperature superconductors"",""model"":""Anderson-Kim theory; collective pinning theory"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
27,2,"{""system"":""High-temperature superconductors (flux creep / vortex dynamics)"",""model"":""Anderson-Kim theory; collective pinning theory"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
27,4,"{""system"": ""high-temperature superconductors (HTS); vortex flux creep studies"", ""model"": ""Anderson-Kim theory; collective pinning theory"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
28,0,"{""system"":""Bi2Sr2CaCu2O8+δ; cuprate superconductor"",""model"":""Weak collective pinning framework; dc-SQUID magnetometry (vortex dynamics)"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
28,1,"{""system"":""Bi2Sr2CaCu2O8+δ; cuprate superconductor"",""model"":""Weak collective pinning theory; dc‑SQUID magnetometry (vortex dynamics)"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
28,2,"{""system"": ""Bi2Sr2CaCu2O8+δ; cuprate"", ""model"": ""dc-SQUID magnetometry; weak collective pinning theory (vortex dynamics)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
28,3,"{""system"": ""Bi2Sr2CaCu2O8+δ; cuprate high-Tc superconductor"", ""model"": ""Weak collective pinning theory; vortex dynamics analysis (dc-SQUID magnetometry)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
28,4,"{""system"": ""Bi2Sr2CaCu2O8+δ; cuprate superconductor"", ""model"": ""Weak collective pinning theory; vortex dynamics; dc-SQUID magnetometry (experimental)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
29,2,"{""system"":""Cuprates (Tl2Ba2Ca0.98Gd0.02Cu2O8, YBa2Cu3O6.3, La2CuO4 and doped superconducting counterparts)"",""model"":""Nonadiabatic polaron-transport theory; photoinduced absorption measurements"",""pure el-ph coupling"":5.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
29,0,"{""system"":""Cuprates; high-Tc superconductors and parent insulators (Tl2Ba2Ca..., YBa2Cu3O..., La2CuO4)"",""model"":""Nonadiabatic polaron-transport theory; photoinduced absorption / infrared conductivity measurements"",""pure el-ph coupling"":3.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
29,1,"{""system"":""Cuprates; high-Tc cuprate superconductors and parent insulators"",""model"":""Nonadiabatic polaron-transport theory"",""pure el-ph coupling"":4.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
30,1,"{""system"":""REBa2Cu3O7-x (REBCO) coated conductors; high-Tc cuprate coated conductors for high-field magnets"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
30,0,"{""system"":""REBCO coated conductors (REBa2Cu3O7-x); high-Tc cuprate tapes for high-field magnets"",""model"":""Review; experimental and theoretical studies (N/A)"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
30,2,"{""system"":""REBCO (REBa2Cu3O7-x) coated conductors; high-field superconducting wires"",""model"":""Review; experimental and theoretical studies"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
30,3,"{
  ""system"": ""REBCO (REBa2Cu3O7-x) coated conductors; cuprate high-Tc wires for high-field magnets"",
  ""model"": ""N/A"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
29,4,"{""system"": ""Cuprate high-Tc superconductors and parent insulators (Tl-, Y-, La-based cuprates)"", ""model"": ""Nonadiabatic polaron-transport theory; photoinduced absorption experiments"", ""pure el-ph coupling"": 4.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
30,4,"{""system"": ""REBCO (REBa2Cu3O7-x) coated conductors; high-temperature superconductors for high-field magnets"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
29,3,"{""system"": ""cuprates; high-Tc cuprate superconductors and parent insulators"", ""model"": ""Nonadiabatic polaron-transport theory"", ""pure el-ph coupling"": 5.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
31,0,"{""system"":""LiFe1−xCoxAs; Fe-based superconductor"",""model"":""Angle-resolved photoemission spectroscopy (ARPES)"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":5.0,""spin liquid el correlation"":0.0}"
31,1,"{""system"": ""LiFe1−xCoxAs; Fe-based superconductor"", ""model"": ""Angle-resolved photoemission spectroscopy (ARPES)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 5, ""spin liquid el correlation"": 0}"
31,2,"{""system"": ""LiFe1−xCoxAs; Fe-based superconductor"", ""model"": ""Angle-resolved photoemission spectroscopy (ARPES)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 5, ""spin liquid el correlation"": 0}"
31,3,"{""system"": ""LiFe1−xCoxAs; Fe-based superconductor"", ""model"": ""Angle-resolved photoemission spectroscopy (ARPES) experiment"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 5, ""spin liquid el correlation"": 0}"
31,4,"{""system"":""LiFe1−xCoxAs; Fe-based superconductor"",""model"":""Angle-resolved photoemission spectroscopy (ARPES)"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":5.0,""spin liquid el correlation"":0.0}"
32,1,"{""system"": ""Magic-angle twisted bilayer graphene"", ""model"": ""Experimental magnetotransport and thermodynamic measurements"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 5, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 3, ""spin liquid el correlation"": 0}"
32,0,"{""system"": ""magic-angle twisted bilayer graphene (tBLG)"", ""model"": ""tilted-field magnetotransport and thermodynamic measurements (experimental)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 5.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 3.0, ""spin liquid el correlation"": 0.0}"
32,2,"{""system"": ""Magic-angle twisted bilayer graphene"", ""model"": ""magnetotransport and thermodynamic measurements (experimental)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 5, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 3, ""spin liquid el correlation"": 0}"
33,0,"{""system"": ""(Ba0.7K0.3)(Zn0.85Mn0.15)2As2; diluted magnetic semiconductor (122 pnictide structure)"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
33,1,"{""system"": ""(Ba0.7K0.3)(Zn0.85Mn0.15)2As2; diluted magnetic semiconductor (DMS)"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
32,3,"{""system"": ""Magic-angle twisted bilayer graphene; moiré flat-band system"", ""model"": ""Tilted-field magnetotransport and thermodynamic probes (experimental study)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 5, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 2, ""spin liquid el correlation"": 0}"
32,4,"{""system"":""Magic-angle twisted bilayer graphene"",""model"":""Tilted-field magnetotransport and thermodynamic measurements (transport + thermodynamics)"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":5,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":4,""spin liquid el correlation"":0}"
33,3,"{""system"": ""(Ba0.7K0.3)(Zn0.85Mn0.15)2As2; diluted magnetic semiconductor; 122 (ferropnictide-like) structure"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
33,2,"{""system"": ""(Ba0.7K0.3)(Zn0.85Mn0.15)2As2; diluted magnetic semiconductor (DMS), 122 pnictide-structure"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
33,4,"{""system"":""(Ba0.7K0.3)(Zn0.85Mn0.15)2As2; diluted magnetic semiconductor (DMS), isostructural to 122 ferropnictides"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
34,0,"{""system"":""transition metals and their carbides"",""model"":""strong-coupling (Eliashberg) theory; lattice dynamics model"",""pure el-ph coupling"":5,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
34,2,"{""system"": ""transition metals and their carbides"", ""model"": ""strong-coupling (Eliashberg) electron-phonon theory; lattice dynamics model"", ""pure el-ph coupling"": 5.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
34,3,"{""system"": ""transition metals and their carbides"", ""model"": ""strong-coupling (Eliashberg) theory; lattice dynamics model"", ""pure el-ph coupling"": 5.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
34,1,"{""system"": ""transition metals and their carbides"", ""model"": ""strong-coupling electron-phonon theory; lattice dynamics model"", ""pure el-ph coupling"": 5.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
34,4,"{""system"":""transition metals and their carbides"",""model"":""strong-coupling electron-phonon theory; lattice dynamics model"",""pure el-ph coupling"":5.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
35,1,"{""system"":""CoPc molecules on NbSe2; 2D superconductor"",""model"":""STM experiments; lattice and continuum theoretical models"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
35,2,"{""system"":""CoPc (cobalt phthalocyanine) molecules on NbSe2; 2D superconductor"",""model"":""Low-temperature STM/STS experiments; theoretical analysis using lattice and continuum models"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
35,3,"{""system"":""CoPc (cobalt phthalocyanine) magnetic impurities on NbSe2; 2D superconductor"",""model"":""Lattice model; continuum model"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
35,4,"{
  ""system"": ""CoPc molecules on NbSe2; 2D superconductor"",
  ""model"": ""Low-temperature STM/STS experiments; lattice and continuum theoretical models"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
35,0,"{""system"": ""CoPc molecules on NbSe2; 2D superconductor"", ""model"": ""STM/STS experiments; lattice and continuum theoretical models"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
36,0,"{""system"": ""Tl2Ba2CuO6+δ; cuprate (tetragonal single-layer)"", ""model"": ""phase-sensitive pairing-symmetry experiment"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
36,1,"{""system"": ""Tl2Ba2CuO6+δ; cuprate"", ""model"": ""phase-sensitive symmetry experiment"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
36,2,"{""system"": ""Tl2Ba2CuO6+δ; cuprate high-Tc superconductor"", ""model"": ""phase-sensitive pairing-symmetry experiment (Josephson/phase interferometry)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
36,4,"{""system"": ""Tl2Ba2CuO6+δ; cuprate (single-layer tetragonal)"", ""model"": ""phase-sensitive experimental measurement"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
36,3,"{""system"": ""Tl2Ba2CuO6+δ; cuprate superconductor"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 5.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 3.0, ""spin liquid el correlation"": 2.0}"
37,0,"{""system"":""Single-unit-cell FeSe on SrTiO3 (001) and (110); Fe-based superconductor"",""model"":""Angle-resolved photoemission spectroscopy (ARPES)"",""pure el-ph coupling"":5,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
37,1,"{
  ""system"": ""Single-unit-cell FeSe on SrTiO3 (001) & (110); Fe-based superconductor"",
  ""model"": ""ARPES"",
  ""pure el-ph coupling"": 5.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
37,3,"{""system"":""Single-unit-cell FeSe on SrTiO3 (001) and (110); FeSe/STO interface"",""model"":""Angle-resolved photoemission spectroscopy (ARPES)"",""pure el-ph coupling"":5.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
37,2,"{""system"": ""FeSe films on SrTiO3 (FeSe/STO); Fe-based superconductor"", ""model"": ""Angle-resolved photoemission spectroscopy (ARPES)"", ""pure el-ph coupling"": 5, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
